2018-03-16 21:46:28;26,06
2018-03-16 21:46:29;26,12
2018-03-16 21:46:30;26,06
2018-03-16 21:46:31;26,06
2018-03-16 21:46:32;26,06
2018-03-16 21:46:33;26,06
2018-03-16 21:46:34;26,06
2018-03-16 21:46:35;26,06
2018-03-16 21:46:36;26,06
2018-03-16 21:46:37;26,06
2018-03-16 21:46:38;26,06
2018-03-16 21:46:39;26,06
2018-03-16 21:46:40;26,06
2018-03-16 21:46:41;26,06
2018-03-16 21:46:42;26,06
2018-03-16 21:46:43;26,12
2018-03-16 21:46:44;26,25
2018-03-16 21:46:45;26,31
2018-03-16 21:46:46;26,56
2018-03-16 21:46:47;26,69
2018-03-16 21:46:48;26,75
2018-03-16 21:46:49;26,81
2018-03-16 21:46:50;27,00
2018-03-16 21:46:51;27,19
2018-03-16 21:46:52;27,00
2018-03-16 21:46:53;26,81
2018-03-16 21:46:54;26,75
2018-03-16 21:46:55;26,75
2018-03-16 21:46:56;26,75
2018-03-16 21:46:57;26,75
2018-03-16 21:46:58;26,69
2018-03-16 21:46:59;26,69
2018-03-16 21:47:00;26,75
2018-03-16 21:47:01;26,75
2018-03-16 21:47:02;26,75
2018-03-16 21:47:03;26,75
2018-03-16 21:47:04;26,75
2018-03-16 21:47:05;26,75
2018-03-16 21:47:06;26,75
2018-03-16 21:47:07;26,69
2018-03-16 21:47:08;26,69
2018-03-16 21:47:09;26,69
2018-03-16 21:47:10;26,69
2018-03-16 21:47:11;26,62
2018-03-16 21:47:12;26,62
2018-03-16 21:47:13;26,62
2018-03-16 21:47:14;26,56
2018-03-16 21:47:15;26,56
2018-03-16 21:47:16;26,56
2018-03-16 21:47:17;26,56
2018-03-16 21:47:18;26,56
2018-03-16 21:47:19;26,50
2018-03-16 21:47:20;26,50
2018-03-16 21:47:21;26,50
2018-03-16 21:47:22;26,50
2018-03-16 21:47:23;26,50
2018-03-16 21:47:24;26,44
2018-03-16 21:47:25;26,37
2018-03-16 21:47:26;26,44
2018-03-16 21:47:27;26,37
2018-03-16 21:47:28;26,37
2018-03-16 21:47:29;26,37
2018-03-16 21:47:30;26,37
2018-03-16 21:47:31;26,31
2018-03-16 21:47:32;26,37
2018-03-16 21:47:33;26,31
2018-03-16 21:47:34;26,31
2018-03-16 21:47:35;26,25
2018-03-16 21:47:36;26,25
2018-03-16 21:47:37;26,25
2018-03-16 21:47:38;26,25
2018-03-16 21:47:39;26,19
2018-03-16 21:47:40;26,19
2018-03-16 21:47:41;26,19
2018-03-16 21:47:42;26,12
2018-03-16 21:47:43;26,12
2018-03-16 21:47:44;26,06
2018-03-16 21:47:45;26,06
2018-03-16 21:47:46;26,06
2018-03-16 21:47:47;26,06
2018-03-16 21:47:48;26,06
2018-03-16 21:47:49;26,06
2018-03-16 21:47:50;26,00
2018-03-16 21:47:51;26,00
2018-03-16 21:47:52;25,94
2018-03-16 21:47:53;25,94
2018-03-16 21:47:54;25,94
2018-03-16 21:47:55;25,87
2018-03-16 21:47:56;25,87
